"Price","Rooms","Regionname","Propertycount","Distance"
1450000,4,"Eastern Metropolitan",2890,10.6
1340000,3,"Eastern Metropolitan",2890,10.6
630000,2,"Eastern Metropolitan",2890,10.6
1271000,3,"Eastern Metropolitan",2890,10.6
610000,4,"Eastern Metropolitan",2890,10.6
910000,2,"Eastern Metropolitan",2947,10.5
665000,2,"Eastern Metropolitan",2947,10.5
575000,3,"Eastern Metropolitan",2947,10.5
706000,4,"Eastern Metropolitan",2947,10.5
780000,2,"Eastern Metropolitan",2947,10.5
601000,3,"Eastern Metropolitan",2947,10.5
805000,3,"Eastern Metropolitan",2947,10.5
690000,2,"Eastern Metropolitan",2947,10.5
682000,2,"Eastern Metropolitan",2947,10.5
657000,3,"Eastern Metropolitan",2947,10.5
630000,3,"Eastern Metropolitan",2947,10.5
880000,3,"Eastern Metropolitan",2674,9.4
687000,3,"Eastern Metropolitan",2674,9.4
650000,2,"Eastern Metropolitan",2674,9.4
855000,3,"Eastern Metropolitan",2674,9.4
613000,2,"Eastern Metropolitan",2674,9.4
640000,3,"Eastern Metropolitan",2674,9.4
442000,1,"Eastern Metropolitan",2674,9.4
810000,3,"Eastern Metropolitan",2674,9.4
950000,3,"Eastern Metropolitan",2674,9.4
725000,4,"Eastern Metropolitan",2674,9.4
998000,3,"Southern Metropolitan",3145,13
1340000,4,"Southern Metropolitan",3145,13
2190000,4,"Southern Metropolitan",3145,13
980000,2,"Southern Metropolitan",3145,13
720000,2,"Southern Metropolitan",3145,13
990000,3,"Eastern Metropolitan",5549,7.9
1410000,4,"Eastern Metropolitan",5549,7.9
970000,3,"Eastern Metropolitan",5549,7.9
1650000,4,"Eastern Metropolitan",5549,7.9
3020000,4,"Eastern Metropolitan",5549,7.9
1689000,5,"Eastern Metropolitan",5549,7.9
690000,2,"Eastern Metropolitan",5549,7.9
1851000,3,"Eastern Metropolitan",5549,7.9
1110000,3,"Eastern Metropolitan",5549,7.9
1060000,3,"Eastern Metropolitan",5549,7.9
2100000,2,"Eastern Metropolitan",1554,9
2325000,5,"Eastern Metropolitan",1554,9
2400000,3,"Eastern Metropolitan",1554,9
1740000,3,"Eastern Metropolitan",1554,9
646000,4,"Western Metropolitan",1202,15
570000,3,"Western Metropolitan",1202,15
843000,3,"Western Metropolitan",5629,12.8
835000,3,"Western Metropolitan",5629,12.8
635000,3,"Western Metropolitan",5629,12.8
490000,2,"Western Metropolitan",5629,12.8
745000,3,"Western Metropolitan",5629,12.8
941000,3,"Western Metropolitan",5629,12.8
738000,3,"Western Metropolitan",5629,12.8
912000,3,"Western Metropolitan",5629,12.8
745000,3,"Western Metropolitan",5629,12.8
570000,2,"Western Metropolitan",5629,12.8
885000,4,"Western Metropolitan",5629,12.8
3800000,5,"Southern Metropolitan",10331,5.6
7e+05,2,"Southern Metropolitan",10331,5.6
752000,3,"Southern Metropolitan",10331,5.6
690000,3,"Southern Metropolitan",10331,5.6
468000,1,"Southern Metropolitan",10331,5.6
2600000,4,"Southern Metropolitan",10331,5.6
4515000,5,"Southern Metropolitan",10331,5.6
3160000,5,"Southern Metropolitan",10331,5.6
820000,2,"Southern Metropolitan",10331,5.6
2150000,4,"Southern Metropolitan",10331,5.6
1965000,3,"Southern Metropolitan",10331,5.6
2425000,5,"Southern Metropolitan",10331,5.6
643000,2,"Southern Metropolitan",10331,5.6
835000,3,"Southern Metropolitan",10331,5.6
736000,2,"Southern Metropolitan",10331,5.6
590000,2,"Southern Metropolitan",2671,7.5
1402000,3,"Southern Metropolitan",2671,7.5
1205000,3,"Southern Metropolitan",2671,7.5
1190000,3,"Western Metropolitan",1808,7.8
1205000,4,"Western Metropolitan",1808,7.8
860000,3,"Western Metropolitan",1808,7.8
760000,3,"Western Metropolitan",3873,9.2
873000,3,"Western Metropolitan",3873,9.2
640000,2,"Western Metropolitan",3873,9.2
680000,3,"Western Metropolitan",3873,9.2
725000,3,"Western Metropolitan",3873,9.2
472500,2,"Western Metropolitan",3873,9.2
675000,3,"Western Metropolitan",3873,9.2
405000,2,"Western Metropolitan",3873,9.2
838000,4,"Western Metropolitan",3873,9.2
930000,3,"Western Metropolitan",3873,9.2
365000,1,"Southern Metropolitan",4675,7.4
1e+06,2,"Southern Metropolitan",4675,7.4
456000,1,"Southern Metropolitan",4675,7.4
2250000,3,"Southern Metropolitan",4675,7.4
2e+06,3,"Southern Metropolitan",4675,7.4
2250000,3,"Southern Metropolitan",8801,11.2
3200000,4,"Southern Metropolitan",8801,11.2
1380000,3,"Southern Metropolitan",8801,11.2
267500,1,"Southern Metropolitan",8801,11.2
1290000,4,"Southern Metropolitan",8801,11.2
2020000,3,"Southern Metropolitan",8801,11.2
1211000,2,"Southern Metropolitan",8801,11.2
1380000,4,"Southern Metropolitan",8801,11.2
1715157,4,"Southern Metropolitan",8801,11.2
1510000,4,"Southern Metropolitan",8801,11.2
1220000,3,"Southern Metropolitan",8801,11.2
1465000,4,"Southern Metropolitan",8801,11.2
431000,2,"Western Metropolitan",4918,8.7
1620000,5,"Western Metropolitan",4918,8.7
1190000,4,"Western Metropolitan",4918,8.7
432000,1,NA,17496,2.8
1850000,4,NA,17496,2.8
333000,1,NA,17496,2.8
452000,2,NA,17496,2.8
895000,3,NA,17496,2.8
275000,1,NA,17496,2.8
683000,2,NA,17496,2.8
640000,2,NA,17496,2.8
1865000,4,"Eastern Metropolitan",2079,11.8
2100000,4,"Eastern Metropolitan",2079,11.8
442500,2,"Eastern Metropolitan",2079,11.8
1587000,3,"Eastern Metropolitan",2079,11.8
2365000,4,"Eastern Metropolitan",2079,11.8
296000,1,"Western Metropolitan",6232,6.9
1531000,4,"Western Metropolitan",6232,6.9
439000,2,"Western Metropolitan",6232,6.9
1040000,2,"Western Metropolitan",6232,6.9
1670000,3,"Western Metropolitan",6232,6.9
1940000,4,"Western Metropolitan",6232,6.9
560000,2,"Western Metropolitan",6232,6.9
940000,2,"Western Metropolitan",6232,6.9
1515000,4,"Western Metropolitan",6232,6.9
1100000,3,"Western Metropolitan",6232,6.9
1350000,2,"Western Metropolitan",6232,6.9
2300000,5,"Western Metropolitan",6232,6.9
1302500,2,"Western Metropolitan",6232,6.9
1420200,3,"Western Metropolitan",6232,6.9
970000,2,"Western Metropolitan",6232,6.9
1070000,3,"Western Metropolitan",6232,6.9
542000,2,"Western Metropolitan",6232,6.9
1240000,3,"Western Metropolitan",6232,6.9
955000,4,"Western Metropolitan",6232,6.9
1410000,3,"Western Metropolitan",6232,6.9
1656000,4,"Southern Metropolitan",4442,12.1
707000,2,"Southern Metropolitan",4442,12.1
770000,2,"Southern Metropolitan",4442,12.1
582000,2,"Southern Metropolitan",4442,12.1
490000,2,"Southern Metropolitan",4442,12.1
1255000,3,"Southern Metropolitan",4442,12.1
420500,2,"Southern Metropolitan",4442,12.1
261000,1,"Southern Metropolitan",4442,12.1
535000,2,"Southern Metropolitan",4442,12.1
586000,2,"Southern Metropolitan",4442,12.1
926000,2,"Southern Metropolitan",4442,12.1
1230000,4,"Western Metropolitan",5498,8.4
1560000,4,"Western Metropolitan",5498,8.4
2e+06,3,"Western Metropolitan",5498,8.4
820000,2,"Western Metropolitan",5498,8.4
1530000,3,"Western Metropolitan",5498,8.4
1400000,3,"Western Metropolitan",5498,8.4
1200000,3,"Western Metropolitan",5498,8.4
1325500,3,"Western Metropolitan",5498,8.4
890000,2,"Western Metropolitan",5498,8.4
975000,3,"Western Metropolitan",5498,8.4
1820000,5,"Western Metropolitan",5498,8.4
9e+05,3,"Western Metropolitan",5498,8.4
1410000,3,"Western Metropolitan",5498,8.4
1700000,1,"Western Metropolitan",5498,8.4
956000,4,"Western Metropolitan",5498,8.4
1215000,2,"Western Metropolitan",5498,8.4
828000,3,"Western Metropolitan",5498,8.4
1650000,4,"Western Metropolitan",5498,8.4
2337000,4,"Western Metropolitan",5498,8.4
1370000,3,"Western Metropolitan",5498,8.4
1070000,2,"Western Metropolitan",5498,8.4
1075000,3,"Western Metropolitan",5498,8.4
1100000,3,"Western Metropolitan",5498,8.4
1312000,3,"Western Metropolitan",2291,11.2
960000,3,"Western Metropolitan",2291,11.2
935000,3,"Western Metropolitan",2291,11.2
810000,3,"Western Metropolitan",2291,11.2
1200000,3,"Western Metropolitan",2291,11.2
850000,3,"Western Metropolitan",2291,11.2
944000,3,"Western Metropolitan",2291,11.2
510000,2,"Western Metropolitan",2291,11.2
325000,1,"Western Metropolitan",2291,11.2
8e+05,3,"Western Metropolitan",2291,11.2
1450000,3,"Western Metropolitan",2291,11.2
5e+05,3,"Western Metropolitan",2291,11.2
1405000,1,"Western Metropolitan",2291,11.2
1343000,2,NA,11364,5.5
680000,2,NA,11364,5.5
695000,2,NA,11364,5.5
420000,2,NA,11364,5.5
1300000,3,NA,11364,5.5
995000,2,NA,11364,5.5
1750000,5,NA,11364,5.5
1822000,4,NA,11364,5.5
280000,1,NA,11364,5.5
1100000,2,NA,11364,5.5
1610000,3,NA,11364,5.5
970000,2,NA,11364,5.5
970000,2,NA,11364,5.5
2990000,4,NA,11364,5.5
1050000,2,NA,11364,5.5
1290000,2,NA,11364,5.5
471250,2,NA,11364,5.5
1235000,3,NA,11364,5.5
6e+05,2,NA,2651,11.5
955000,3,NA,2651,11.5
601000,3,NA,2651,11.5
755000,3,NA,2651,11.5
1400000,3,NA,2651,11.5
1005000,5,NA,2651,11.5
860000,4,NA,2651,11.5
1306000,5,NA,2651,11.5
1250000,4,NA,2651,11.5
648000,3,NA,2651,11.5
2525000,4,"Southern Metropolitan",3224,14
1615000,4,"Southern Metropolitan",3224,14
655000,3,"Southern Metropolitan",3224,14
1351000,5,"Southern Metropolitan",3224,14
1205000,3,"Southern Metropolitan",3224,14
676000,2,"Southern Metropolitan",3224,14
1145000,4,"Southern Metropolitan",3224,14
1600000,4,"Southern Metropolitan",3224,14
1840000,4,"Southern Metropolitan",3224,14
1300000,3,"Southern Metropolitan",3578,11.8
2250000,5,"Southern Metropolitan",3578,11.8
437500,2,"Southern Metropolitan",3578,11.8
960000,3,"Southern Metropolitan",3578,11.8
1486000,4,"Southern Metropolitan",3578,11.8
1425000,4,"Southern Metropolitan",3578,11.8
311500,1,"Southern Metropolitan",3578,11.8
835000,3,NA,2309,2.6
3970000,4,NA,2309,2.6
2790000,3,NA,2309,2.6
755000,3,NA,7485,9.9
750000,2,NA,7485,9.9
999000,2,NA,7485,9.9
8e+05,3,NA,7485,9.9
8e+05,4,NA,7485,9.9
806000,3,NA,7485,9.9
770000,4,NA,7485,9.9
496000,2,NA,7485,9.9
585000,3,NA,7485,9.9
540000,2,NA,7485,9.9
708000,3,NA,7485,9.9
497000,2,NA,7485,9.9
8e+05,3,NA,7485,9.9
1395000,4,NA,7485,9.9
427500,2,NA,7485,9.9
560000,3,NA,7485,9.9
1410000,5,NA,7485,9.9
520000,2,NA,7485,9.9
1017500,3,NA,7485,9.9
910000,2,NA,7485,9.9
958000,5,NA,7485,9.9
770000,3,NA,7485,9.9
1400000,3,"Southern Metropolitan",8648,3.8
520000,2,"Southern Metropolitan",8648,3.8
1332000,2,"Southern Metropolitan",8648,3.8
801000,2,"Southern Metropolitan",8648,3.8
2400000,3,"Southern Metropolitan",8648,3.8
575000,2,"Southern Metropolitan",8648,3.8
950000,2,"Southern Metropolitan",8648,3.8
730000,2,"Southern Metropolitan",8648,3.8
1110000,2,"Southern Metropolitan",8648,3.8
2250000,2,"Southern Metropolitan",8648,3.8
2700000,4,"Southern Metropolitan",8648,3.8
1375000,4,"Southern Metropolitan",8648,3.8
6e+05,2,"Southern Metropolitan",8648,3.8
1030000,2,"Southern Metropolitan",8648,3.8
1251000,3,"Southern Metropolitan",7717,4.5
1305000,2,"Southern Metropolitan",7717,4.5
550000,1,"Southern Metropolitan",7717,4.5
645000,2,"Southern Metropolitan",7717,4.5
550000,2,"Southern Metropolitan",7717,4.5
410000,1,"Southern Metropolitan",7717,4.5
690000,2,"Southern Metropolitan",7717,4.5
630000,2,"Southern Metropolitan",7717,4.5
685000,2,"Southern Metropolitan",7717,4.5
570000,2,"Southern Metropolitan",7717,4.5
860000,1,"Southern Metropolitan",7717,4.5
880000,3,"Southern Metropolitan",7717,4.5
475000,2,"Southern Metropolitan",7717,4.5
888000,2,"Southern Metropolitan",7717,4.5
413000,2,NA,14577,8.8
1190000,3,NA,14577,8.8
2e+06,2,NA,14577,8.8
1045000,3,NA,14577,8.8
1121000,3,NA,14577,8.8
715000,3,NA,14577,8.8
1200000,4,NA,14577,8.8
917500,3,NA,14577,8.8
770000,4,NA,14577,8.8
8e+05,3,NA,14577,8.8
1075000,4,NA,14577,8.8
1015000,3,NA,14577,8.8
880000,3,NA,14577,8.8
1020000,3,NA,14577,8.8
1e+06,3,NA,14577,8.8
1010000,3,NA,14577,8.8
1110000,4,NA,14577,8.8
8e+05,2,NA,14577,8.8
910000,3,NA,14577,8.8
1215000,3,NA,14577,8.8
2300000,2,NA,14577,8.8
1108000,2,NA,14577,8.8
801000,3,NA,14577,8.8
1010000,3,NA,14577,8.8
690000,3,NA,14577,8.8
630000,2,NA,14577,8.8
1100000,3,NA,14577,8.8
1055000,3,NA,14577,8.8
560000,2,NA,14577,8.8
385000,1,NA,14577,8.8
741000,4,NA,21650,11.2
725000,3,NA,21650,11.2
615000,3,NA,21650,11.2
406000,2,NA,21650,11.2
1010000,3,NA,21650,11.2
852000,2,NA,21650,11.2
595000,3,NA,21650,11.2
665000,3,NA,21650,11.2
631000,3,NA,21650,11.2
905000,4,NA,21650,11.2
845000,5,NA,21650,11.2
815000,3,NA,21650,11.2
770000,4,NA,21650,11.2
935000,2,NA,21650,11.2
610000,3,NA,21650,11.2
678500,4,NA,21650,11.2
861500,2,NA,21650,11.2
801000,3,NA,21650,11.2
1150000,4,NA,21650,11.2
760000,3,NA,21650,11.2
490000,2,NA,21650,11.2
605000,3,NA,21650,11.2
652000,2,NA,21650,11.2
615000,2,NA,21650,11.2
407000,1,NA,21650,11.2
930000,4,NA,21650,11.2
741000,3,NA,21650,11.2
375000,2,NA,21650,11.2
1005000,4,NA,21650,11.2
8e+05,4,NA,21650,11.2
395000,2,NA,21650,11.2
1025000,2,NA,21650,11.2
505000,2,NA,21650,11.2
950000,2,NA,14949,2.6
1110000,2,NA,14949,2.6
950000,2,NA,14949,2.6
1226000,2,NA,14949,2.6
5e+05,1,NA,14949,2.6
1214000,3,NA,14949,2.6
370000,1,NA,14949,2.6
790000,3,NA,14949,2.6
1400000,3,NA,14949,2.6
5e+05,2,NA,14949,2.6
1090000,2,NA,14949,2.6
1785000,3,NA,14949,2.6
560000,2,NA,14949,2.6
690000,2,NA,14949,2.6
1050000,2,NA,14949,2.6
2060000,3,NA,14949,2.6
860000,2,NA,14949,2.6
1052000,3,NA,14949,2.6
3e+06,3,NA,14949,2.6
1330000,3,NA,14949,2.6
630000,2,NA,14949,2.6
1210000,2,NA,14949,2.6
911000,1,NA,14949,2.6
1590000,3,NA,14949,2.6
1380000,4,"Eastern Metropolitan",3540,11.4
1150000,4,"Eastern Metropolitan",3540,11.4
1160000,4,"Eastern Metropolitan",3540,11.4
615000,2,"Eastern Metropolitan",3540,11.4
940000,3,"Eastern Metropolitan",3540,11.4
665000,2,"Western Metropolitan",2417,6.6
950000,3,"Western Metropolitan",2417,6.6
1085000,2,"Western Metropolitan",2417,6.6
847000,3,"Western Metropolitan",2417,6.6
785000,2,"Western Metropolitan",2417,6.6
2240000,3,"Southern Metropolitan",5943,2.1
2050000,3,"Southern Metropolitan",5943,2.1
460000,1,"Southern Metropolitan",5943,2.1
650000,2,"Southern Metropolitan",5943,2.1
1100000,2,"Southern Metropolitan",5943,2.1
1820000,3,"Southern Metropolitan",5943,2.1
1780000,3,"Southern Metropolitan",5943,2.1
1024000,2,"Southern Metropolitan",5943,2.1
680000,3,"Southern Metropolitan",5943,2.1
1150000,2,"Southern Metropolitan",5943,2.1
710000,3,"Southern Metropolitan",5943,2.1
1320000,3,"Southern Metropolitan",14887,3.3
537000,1,"Southern Metropolitan",14887,3.3
8e+05,2,"Southern Metropolitan",14887,3.3
410000,1,"Southern Metropolitan",14887,3.3
499000,2,"Southern Metropolitan",14887,3.3
1214000,2,"Southern Metropolitan",14887,3.3
485000,2,"Southern Metropolitan",14887,3.3
920000,3,"Southern Metropolitan",14887,3.3
615000,2,"Southern Metropolitan",14887,3.3
642000,2,"Southern Metropolitan",14887,3.3
3475000,3,"Southern Metropolitan",14887,3.3
1710000,2,"Southern Metropolitan",14887,3.3
851000,2,"Southern Metropolitan",14887,3.3
2030000,3,"Southern Metropolitan",14887,3.3
1405000,2,"Southern Metropolitan",14887,3.3
850000,2,"Southern Metropolitan",14887,3.3
792500,2,"Southern Metropolitan",14887,3.3
390500,1,"Southern Metropolitan",14887,3.3
2050000,3,"Southern Metropolitan",14887,3.3
595000,2,"Southern Metropolitan",14887,3.3
346000,1,"Southern Metropolitan",13240,6.1
520000,1,"Southern Metropolitan",13240,6.1
320000,1,"Southern Metropolitan",13240,6.1
610500,2,"Southern Metropolitan",13240,6.1
350000,1,"Southern Metropolitan",13240,6.1
1120000,2,"Southern Metropolitan",13240,6.1
1077000,2,"Southern Metropolitan",13240,6.1
1301000,2,"Southern Metropolitan",13240,6.1
1440000,2,"Southern Metropolitan",13240,6.1
680000,2,"Southern Metropolitan",13240,6.1
1361000,3,"Southern Metropolitan",13240,6.1
1e+06,3,"Southern Metropolitan",13240,6.1
902000,2,"Southern Metropolitan",13240,6.1
1190000,3,"Southern Metropolitan",13240,6.1
920000,2,"Southern Metropolitan",13240,6.1
482000,2,"Southern Metropolitan",13240,6.1
2260000,4,"Southern Metropolitan",13240,6.1
810000,4,"Western Metropolitan",3284,9.7
1021000,3,"Western Metropolitan",3284,9.7
925000,3,"Western Metropolitan",3284,9.7
910000,5,"Western Metropolitan",3284,9.7
9e+05,3,"Western Metropolitan",3284,9.7
995000,3,"Western Metropolitan",3284,9.7
1150000,5,"Western Metropolitan",3284,9.7
940000,3,"Western Metropolitan",3755,12.6
726000,4,"Western Metropolitan",3755,12.6
950000,3,"Western Metropolitan",3755,12.6
760000,4,"Western Metropolitan",3755,12.6
990000,4,"Western Metropolitan",3755,12.6
651500,3,"Western Metropolitan",3755,12.6
970000,4,"Western Metropolitan",3755,12.6
841000,3,"Western Metropolitan",3755,12.6
710000,3,"Western Metropolitan",3755,12.6
840000,3,"Western Metropolitan",3755,12.6
660000,3,"Western Metropolitan",3755,12.6
692000,3,"Western Metropolitan",3755,12.6
830000,3,"Western Metropolitan",4217,13.3
6e+05,3,"Western Metropolitan",4217,13.3
718000,3,"Western Metropolitan",4217,13.3
775000,4,"Western Metropolitan",4217,13.3
490000,3,"Western Metropolitan",4217,13.3
716000,3,"Western Metropolitan",6763,13.5
511000,3,"Western Metropolitan",6763,13.5
515000,4,"Western Metropolitan",6763,13.5
530000,3,"Western Metropolitan",6763,13.5
685000,4,"Western Metropolitan",6763,13.5
7e+05,3,"Western Metropolitan",6763,13.5
521000,3,"Western Metropolitan",6763,13.5
571000,3,"Western Metropolitan",6763,13.5
710000,3,"Western Metropolitan",6763,13.5
682000,2,"Southern Metropolitan",5457,11.2
825000,2,"Southern Metropolitan",5457,11.2
1525000,3,"Southern Metropolitan",5457,11.2
1260000,2,"Southern Metropolitan",5457,11.2
2360000,4,"Southern Metropolitan",5457,11.2
1250000,2,"Southern Metropolitan",5457,11.2
1490000,4,"Southern Metropolitan",5457,11.2
1600000,4,"Southern Metropolitan",5457,11.2
1652000,3,"Southern Metropolitan",5457,11.2
2370000,4,"Southern Metropolitan",5457,11.2
940000,3,"Eastern Metropolitan",5420,13.8
1503500,3,"Eastern Metropolitan",5420,13.8
950000,3,"Eastern Metropolitan",5420,13.8
1370000,3,"Eastern Metropolitan",5420,13.8
1181000,4,"Eastern Metropolitan",5420,13.8
1385000,3,"Eastern Metropolitan",5420,13.8
1180000,3,"Eastern Metropolitan",5420,13.8
1302000,4,"Eastern Metropolitan",5420,13.8
1775000,5,"Eastern Metropolitan",5420,13.8
1750000,3,NA,8870,6.5
1345000,3,NA,8870,6.5
1080000,3,NA,8870,6.5
1195000,3,NA,8870,6.5
716000,2,NA,8870,6.5
865000,3,NA,8870,6.5
462000,2,NA,8870,6.5
1100000,3,NA,8870,6.5
1635000,4,NA,8870,6.5
998000,3,NA,8870,6.5
6e+05,2,NA,8870,6.5
1346000,3,NA,8870,6.5
1130000,3,NA,8870,6.5
1275000,3,NA,8870,6.5
1200000,3,NA,8870,6.5
915000,2,NA,8870,6.5
3e+05,1,NA,8870,6.5
880000,3,NA,8870,6.5
960000,2,NA,8870,6.5
1260000,2,NA,8870,6.5
1100000,2,NA,8870,6.5
810000,3,"Eastern Metropolitan",2698,13.8
1140000,4,"Eastern Metropolitan",2698,13.8
1003000,4,"Eastern Metropolitan",2698,13.8
1155000,4,"Eastern Metropolitan",2698,13.8
880000,3,NA,2329,14.9
826000,5,NA,2329,14.9
952000,4,NA,2329,14.9
677500,3,NA,2329,14.9
761000,4,NA,2329,14.9
715000,3,NA,2329,14.9
932500,4,NA,2329,14.9
895000,3,NA,2329,14.9
1435000,4,"Western Metropolitan",5058,8.2
470000,2,"Western Metropolitan",5058,8.2
502000,2,"Western Metropolitan",5058,8.2
580000,3,"Western Metropolitan",5058,8.2
375000,1,"Western Metropolitan",5058,8.2
650000,2,"Western Metropolitan",5058,8.2
815000,3,"Western Metropolitan",5058,8.2
970000,4,"Western Metropolitan",5058,8.2
1325000,4,"Western Metropolitan",5058,8.2
890000,3,"Western Metropolitan",5058,8.2
9e+05,3,"Western Metropolitan",5058,8.2
266000,2,"Western Metropolitan",5058,8.2
830000,3,"Western Metropolitan",5058,8.2
888000,2,"Western Metropolitan",5058,8.2
1040000,3,"Western Metropolitan",5058,8.2
490000,2,"Western Metropolitan",5058,8.2
935000,3,"Western Metropolitan",5058,8.2
975000,3,"Western Metropolitan",5058,8.2
185000,1,"Western Metropolitan",5058,8.2
2165000,4,"Western Metropolitan",6380,8
1245000,3,"Western Metropolitan",6380,8
2075000,4,"Western Metropolitan",6380,8
543000,2,"Western Metropolitan",6380,8
1150000,3,"Western Metropolitan",6380,8
1290000,3,"Western Metropolitan",6380,8
1e+06,2,"Western Metropolitan",6380,8
2040000,5,"Western Metropolitan",6380,8
1412000,4,"Western Metropolitan",6380,8
465000,2,"Western Metropolitan",6380,8
855000,2,"Western Metropolitan",6380,8
550000,2,"Western Metropolitan",6380,8
490000,2,"Western Metropolitan",6380,8
1200000,4,"Western Metropolitan",6380,8
1330000,3,"Western Metropolitan",6380,8
1500000,4,"Western Metropolitan",6380,8
1630000,4,"Western Metropolitan",6380,8
935000,3,"Western Metropolitan",6543,7
990000,3,"Western Metropolitan",6543,7
950000,2,"Western Metropolitan",6543,7
1196000,2,"Western Metropolitan",6543,7
470000,2,"Western Metropolitan",6543,7
1131500,3,"Western Metropolitan",6543,7
2035000,4,"Western Metropolitan",6543,7
935000,3,"Western Metropolitan",6543,7
892000,3,"Western Metropolitan",6543,7
985500,4,"Western Metropolitan",6543,7
650000,2,"Western Metropolitan",6543,7
1070000,3,"Western Metropolitan",6543,7
397000,2,"Western Metropolitan",6543,7
1035000,2,"Western Metropolitan",6543,7
1370000,3,"Western Metropolitan",6543,7
650000,2,"Western Metropolitan",6543,7
820000,2,"Western Metropolitan",6543,7
750000,3,"Western Metropolitan",6543,7
497600,2,"Western Metropolitan",6543,7
970000,3,"Western Metropolitan",6543,7
1256000,2,"Western Metropolitan",6543,7
1120000,3,"Western Metropolitan",6543,7
1425000,3,"Western Metropolitan",6543,7
872500,3,"Western Metropolitan",6543,7
1455000,4,"Western Metropolitan",6543,7
331000,1,"Western Metropolitan",6543,7
950000,3,"Western Metropolitan",6543,7
1e+06,3,NA,4019,2.5
870000,2,NA,4019,2.5
1050000,2,NA,4019,2.5
1242000,2,NA,4019,2.5
1165000,3,NA,4019,2.5
872500,3,"Western Metropolitan",3464,13.5
720000,3,"Western Metropolitan",3464,13.5
985000,3,"Western Metropolitan",3464,13.5
510000,3,"Western Metropolitan",3464,13.5
480000,2,"Western Metropolitan",3464,13.5
8e+05,3,"Western Metropolitan",2185,13.9
420000,2,"Western Metropolitan",2185,13.9
7e+05,3,"Western Metropolitan",2185,13.9
580000,3,"Western Metropolitan",2185,13.9
2e+05,1,"Western Metropolitan",2185,13.9
621000,3,"Western Metropolitan",2185,13.9
6e+05,3,"Western Metropolitan",2185,13.9
840000,3,"Western Metropolitan",5301,13.8
1480000,5,"Western Metropolitan",5301,13.8
6e+05,2,"Western Metropolitan",5301,13.8
597500,2,"Western Metropolitan",5301,13.8
1165000,3,"Western Metropolitan",5301,13.8
1295000,4,"Western Metropolitan",5301,13.8
1450000,2,"Southern Metropolitan",3052,11
925000,2,"Southern Metropolitan",3052,11
2220000,4,"Southern Metropolitan",3052,11
1912500,3,"Southern Metropolitan",3052,11
2085000,4,"Southern Metropolitan",3052,11
1380000,3,"Southern Metropolitan",5682,9.7
825000,2,"Southern Metropolitan",5682,9.7
1670000,3,"Southern Metropolitan",5682,9.7
1680000,3,"Southern Metropolitan",5682,9.7
1005000,2,"Western Metropolitan",962,10.9
1520000,3,NA,6786,1.8
960000,2,NA,6786,1.8
995000,2,NA,6786,1.8
490000,1,NA,6786,1.8
5e+05,2,NA,6786,1.8
1750000,4,"Eastern Metropolitan",1651,10.3
2710000,5,"Eastern Metropolitan",1651,10.3
503000,1,NA,3040,1.5
810000,2,NA,3040,1.5
4275000,4,NA,3040,1.5
385000,1,"Southern Metropolitan",4898,8.5
850000,3,"Southern Metropolitan",4898,8.5
740000,2,"Southern Metropolitan",4898,8.5
1940000,3,"Southern Metropolitan",4898,8.5
595000,2,"Southern Metropolitan",4898,8.5
632500,2,"Southern Metropolitan",4898,8.5
687000,2,"Southern Metropolitan",8989,7.7
1260000,2,"Southern Metropolitan",8989,7.7
695000,2,"Southern Metropolitan",8989,7.7
950000,3,"Southern Metropolitan",8989,7.7
360000,1,"Southern Metropolitan",8989,7.7
1875000,3,"Southern Metropolitan",8989,7.7
642000,2,"Southern Metropolitan",8989,7.7
1520000,3,"Southern Metropolitan",8989,7.7
2275000,5,"Southern Metropolitan",8989,7.7
8e+05,2,"Southern Metropolitan",8989,7.7
5e+05,2,"Southern Metropolitan",8989,7.7
490000,1,"Southern Metropolitan",8989,7.7
1291000,4,"Western Metropolitan",1308,9.4
810000,2,"Western Metropolitan",1308,9.4
415500,2,"Western Metropolitan",1308,9.4
1100000,2,NA,5825,1.6
1350000,2,NA,5825,1.6
6e+05,2,NA,5825,1.6
1350000,2,NA,5825,1.6
2725000,3,NA,5825,1.6
1050000,2,NA,5825,1.6
1326000,3,NA,5825,1.6
1200000,2,NA,5825,1.6
681500,2,NA,5825,1.6
680000,3,"Western Metropolitan",1071,13.6
741000,3,"Western Metropolitan",1071,13.6
990000,4,"Western Metropolitan",1071,13.6
970000,4,"Western Metropolitan",1071,13.6
485000,3,NA,851,14.5
618000,4,NA,851,14.5
616000,3,"Western Metropolitan",1119,14.5
773000,3,"Western Metropolitan",1119,14.5
355000,1,NA,5263,4.2
425000,1,NA,5263,4.2
535000,2,NA,5263,4.2
5e+05,2,NA,5263,4.2
525000,2,NA,5263,4.2
1110000,2,NA,5263,4.2
917500,3,NA,5263,4.2
730000,2,NA,5263,4.2
811000,2,NA,5263,4.2
1190000,3,NA,5263,4.2
903000,2,NA,5263,4.2
902500,3,NA,5263,4.2
1817000,4,NA,5263,4.2
528000,2,NA,5263,4.2
1e+06,2,NA,5263,4.2
380000,1,NA,5263,4.2
1817000,4,NA,5263,4.2
1420000,3,"Southern Metropolitan",2019,4.1
1335000,2,"Southern Metropolitan",2019,4.1
1300000,2,"Southern Metropolitan",2019,4.1
